Id,ActivityDay,Calories
1644430081,4/25/2022,2497
1644430081,4/26/2022,3123
1644430081,4/27/2022,2489
1644430081,4/28/2022,3108
1644430081,4/29/2022,2498
1644430081,4/30/2022,3846
1644430081,5/1/2022,2696
1644430081,5/2/2022,2580
1644430081,5/3/2022,3324
1644430081,5/4/2022,2222
1644430081,5/5/2022,2463
1644430081,5/6/2022,3328
1644430081,5/7/2022,3404
1644430081,5/8/2022,2987
1644430081,5/9/2022,3008
1644430081,5/10/2022,2799
1644430081,5/11/2022,1276
1844505072,4/12/2022,2030
1844505072,4/13/2022,1860
1844505072,4/14/2022,2130
1844505072,4/15/2022,1725
1844505072,4/16/2022,1657
1844505072,4/17/2022,1793
1844505072,4/18/2022,1814
1844505072,4/19/2022,1366
1844505072,4/20/2022,1349
1844505072,4/21/2022,2062
1844505072,4/22/2022,1827
1844505072,4/23/2022,1645
1844505072,4/24/2022,1347
1844505072,4/25/2022,1347
1844505072,4/26/2022,1347
1844505072,4/27/2022,1348
1844505072,4/28/2022,1992
1844505072,4/29/2022,1856
1844505072,4/30/2022,1763
1844505072,5/1/2022,1541
1844505072,5/2/2022,1348
1844505072,5/3/2022,1742
1844505072,5/4/2022,1549
1844505072,5/5/2022,1589
1844505072,5/6/2022,1351
1844505072,5/7/2022,1347
1844505072,5/8/2022,1347
1844505072,5/9/2022,1347
1844505072,5/10/2022,1347
1844505072,5/11/2022,1347
1844505072,5/12/2022,665
1927972279,4/12/2022,2220
1927972279,4/13/2022,2151
1927972279,4/14/2022,2383
1927972279,4/15/2022,2221
1927972279,4/16/2022,2064
1927972279,4/17/2022,2063
1927972279,4/18/2022,2111
1927972279,4/19/2022,2063
1927972279,4/20/2022,2063
1927972279,4/21/2022,2064
1927972279,4/22/2022,2093
1927972279,4/23/2022,2499
1927972279,4/24/2022,2324
1927972279,4/25/2022,2100
1927972279,4/26/2022,2638
1927972279,4/27/2022,2063
1927972279,4/28/2022,2351
1927972279,4/29/2022,2063
1927972279,4/30/2022,2064
1927972279,5/1/2022,2411
1927972279,5/2/2022,2505
1927972279,5/3/2022,2195
1927972279,5/4/2022,2338
1927972279,5/5/2022,2063
1927972279,5/6/2022,2383
1927972279,5/7/2022,2229
1927972279,5/8/2022,2063
1927972279,5/9/2022,2063
1927972279,5/10/2022,2063
1927972279,5/11/2022,2063
1927972279,5/12/2022,1383
2022484408,4/12/2022,2390
2022484408,4/13/2022,2601
2022484408,4/14/2022,2312
2022484408,4/15/2022,2525
2022484408,4/16/2022,2177
2022484408,4/17/2022,2782
2022484408,4/18/2022,2770
2022484408,4/19/2022,2489
2022484408,4/20/2022,2897
2022484408,4/21/2022,3158
2022484408,4/22/2022,2638
2022484408,4/23/2022,2069
2022484408,4/24/2022,2529
2022484408,4/25/2022,2470
2022484408,4/26/2022,2793
2022484408,4/27/2022,2463
2022484408,4/28/2022,2296
2022484408,4/29/2022,2611
2022484408,4/30/2022,2732
2022484408,5/1/2022,2380
2022484408,5/2/2022,2473
2022484408,5/3/2022,2752
2022484408,5/4/2022,2649
2022484408,5/5/2022,2609
2022484408,5/6/2022,2498
2022484408,5/7/2022,1995
2022484408,5/8/2022,1848
2022484408,5/9/2022,2709
2022484408,5/10/2022,2797
2022484408,5/11/2022,2544
2022484408,5/12/2022,1853
2026352035,4/12/2022,1459
2026352035,4/13/2022,1521
2026352035,4/14/2022,1431
2026352035,4/15/2022,1444
2026352035,4/16/2022,1373
2026352035,4/17/2022,1214
2026352035,4/18/2022,1419
2026352035,4/19/2022,1356
2026352035,4/20/2022,1667
2026352035,4/21/2022,1370
2026352035,4/22/2022,1399
2026352035,4/23/2022,1916
2026352035,4/24/2022,1401
2026352035,4/25/2022,1576
2026352035,4/26/2022,1595
2026352035,4/27/2022,1593
2026352035,4/28/2022,1649
2026352035,4/29/2022,1692
2026352035,4/30/2022,1506
2026352035,5/1/2022,1447
2026352035,5/2/2022,1690
2026352035,5/3/2022,1604
2026352035,5/4/2022,1658
2026352035,5/5/2022,1926
2026352035,5/6/2022,1736
2026352035,5/7/2022,1491
2026352035,5/8/2022,1555
2026352035,5/9/2022,1869
2026352035,5/10/2022,1141
2026352035,5/11/2022,1698
2026352035,5/12/2022,1364
2320127002,4/12/2022,2124
2320127002,4/13/2022,2003
2320127002,4/14/2022,1696
2320127002,4/15/2022,1801
2320127002,4/16/2022,1724
2320127002,4/17/2022,1852
2320127002,4/18/2022,1905
2320127002,4/19/2022,1811
2320127002,4/20/2022,1922
2320127002,4/21/2022,1610
2320127002,4/22/2022,1851
2320127002,4/23/2022,1804
2320127002,4/24/2022,1725
2320127002,4/25/2022,1654
2320127002,4/26/2022,1632
2320127002,4/27/2022,1481
2320127002,4/28/2022,1473
2320127002,4/29/2022,1410
2320127002,4/30/2022,1779
2320127002,5/1/2022,1403
2320127002,5/2/2022,1613
2320127002,5/3/2022,1878
2320127002,5/4/2022,1426
2320127002,5/5/2022,1780
2320127002,5/6/2022,1742
2320127002,5/7/2022,1972
2320127002,5/8/2022,1821
2320127002,5/9/2022,1630
2320127002,5/10/2022,1899
2320127002,5/11/2022,1903
2320127002,5/12/2022,1125
2347167796,4/12/2022,2344
2347167796,4/13/2022,2038
2347167796,4/14/2022,2010
2347167796,4/15/2022,2133
2347167796,4/16/2022,2670
2347167796,4/17/2022,1882
2347167796,4/18/2022,1944
2347167796,4/19/2022,2346
2347167796,4/20/2022,2198
2347167796,4/21/2022,2048
2347167796,4/22/2022,1946
2347167796,4/23/2022,2629
2347167796,4/24/2022,2187
2347167796,4/25/2022,2095
2347167796,4/26/2022,1861
2347167796,4/27/2022,2194
2347167796,4/28/2022,1854
2347167796,4/29/2022,403
2873212765,4/12/2022,1982
2873212765,4/13/2022,2004
2873212765,4/14/2022,1893
2873212765,4/15/2022,2063
2873212765,4/16/2022,2148
2873212765,4/17/2022,1529
2873212765,4/18/2022,1890
2873212765,4/19/2022,1956
2873212765,4/20/2022,2094
2873212765,4/21/2022,1970
2873212765,4/22/2022,2241
2873212765,4/23/2022,2021
2873212765,4/24/2022,1898
2873212765,4/25/2022,1907
2873212765,4/26/2022,1882
2873212765,4/27/2022,1966
2873212765,4/28/2022,1835
2873212765,4/29/2022,1780
2873212765,4/30/2022,1830
2873212765,5/1/2022,1739
2873212765,5/2/2022,1878
2873212765,5/3/2022,1906
2873212765,5/4/2022,2015
2873212765,5/5/2022,1971
2873212765,5/6/2022,1910
2873212765,5/7/2022,1897
2873212765,5/8/2022,2096
2873212765,5/9/2022,1906
2873212765,5/10/2022,1962
2873212765,5/11/2022,1826
2873212765,5/12/2022,1431
3372868164,4/12/2022,1788
3372868164,4/13/2022,2093
3372868164,4/14/2022,2065
3372868164,4/15/2022,1908
3372868164,4/16/2022,1908
3372868164,4/17/2022,1964
3372868164,4/18/2022,2014
3372868164,4/19/2022,1985
3372868164,4/20/2022,1867
3372868164,4/21/2022,2124
3372868164,4/22/2022,1669
3372868164,4/23/2022,1995
3372868164,4/24/2022,1921
3372868164,4/25/2022,2010
3372868164,4/26/2022,2057
3372868164,4/27/2022,2095
3372868164,4/28/2022,1972
3372868164,4/29/2022,2044
3372868164,4/30/2022,1946
3372868164,5/1/2022,1237
3977333714,4/12/2022,1450
3977333714,4/13/2022,1495
3977333714,4/14/2022,1433
3977333714,4/15/2022,1468
3977333714,4/16/2022,1625
3977333714,4/17/2022,1529
3977333714,4/18/2022,1584
3977333714,4/19/2022,1638
3977333714,4/20/2022,1554
3977333714,4/21/2022,1397
3977333714,4/22/2022,1481
3977333714,4/23/2022,1638
3977333714,4/24/2022,1655
3977333714,4/25/2022,1570
3977333714,4/26/2022,1551
3977333714,4/27/2022,1377
3977333714,4/28/2022,1407
3977333714,4/29/2022,1545
3977333714,4/30/2022,1650
3977333714,5/1/2022,1501
3977333714,5/2/2022,1760
3977333714,5/3/2022,1710
3977333714,5/4/2022,1628
3977333714,5/5/2022,1618
3977333714,5/6/2022,1590
3977333714,5/7/2022,1574
3977333714,5/8/2022,1633
3977333714,5/9/2022,1667
3977333714,5/10/2022,1630
3977333714,5/11/2022,52
4020332650,4/12/2022,3654
4020332650,4/13/2022,1981
4020332650,4/14/2022,2011
4020332650,4/15/2022,2951
4020332650,4/16/2022,3051
4020332650,4/17/2022,1990
4020332650,4/18/2022,1995
4020332650,4/19/2022,1980
4020332650,4/20/2022,1980
4020332650,4/21/2022,1980
4020332650,4/22/2022,1980
4020332650,4/23/2022,1980
4020332650,4/24/2022,1980
4020332650,4/25/2022,1980
4020332650,4/26/2022,1980
4020332650,4/27/2022,1980
4020332650,4/28/2022,1980
4020332650,4/29/2022,1980
4020332650,4/30/2022,1980
4020332650,5/1/2022,1980
4020332650,5/2/2022,2207
4020332650,5/3/2022,2828
4020332650,5/4/2022,3879
4020332650,5/5/2022,3429
4020332650,5/6/2022,2704
4020332650,5/7/2022,2975
4020332650,5/8/2022,3089
4020332650,5/9/2022,2785
4020332650,5/10/2022,2926
4020332650,5/11/2022,2645
4020332650,5/12/2022,1120
4057192912,4/12/2022,2286
4057192912,4/13/2022,2306
4057192912,4/14/2022,1776
4057192912,4/15/2022,1527
4319703577,4/12/2022,2115
4319703577,4/13/2022,2135
4319703577,4/14/2022,2302
4319703577,4/15/2022,1985
4319703577,4/16/2022,1884
4319703577,4/17/2022,1464
4319703577,4/18/2022,1632
4319703577,4/19/2022,2200
4319703577,4/20/2022,2220
4319703577,4/21/2022,1792
4319703577,4/22/2022,1886
4319703577,4/23/2022,1945
4319703577,4/24/2022,1880
4319703577,4/25/2022,2314
4319703577,4/26/2022,2236
4319703577,4/27/2022,2324
4319703577,4/28/2022,2367
4319703577,4/29/2022,2175
4319703577,4/30/2022,2092
4319703577,5/1/2022,1593
4319703577,5/2/2022,2270
4319703577,5/3/2022,2235
4319703577,5/4/2022,2282
4319703577,5/5/2022,2530
4319703577,5/6/2022,2266
4319703577,5/7/2022,2158
4319703577,5/8/2022,1792
4319703577,5/9/2022,2345
4319703577,5/10/2022,2260
4319703577,5/11/2022,2232
4319703577,5/12/2022,257
4388161847,4/12/2022,2955
4388161847,4/13/2022,3092
4388161847,4/14/2022,2998
4388161847,4/15/2022,3066
4388161847,4/16/2022,3073
4388161847,4/17/2022,2572
4388161847,4/18/2022,3274
4388161847,4/19/2022,3015
4388161847,4/20/2022,3083
4388161847,4/21/2022,3069
4388161847,4/22/2022,3544
4388161847,4/23/2022,3306
4388161847,4/24/2022,2885
4388161847,4/25/2022,3288
4388161847,4/26/2022,2929
4388161847,4/27/2022,3074
4388161847,4/28/2022,2969
4388161847,4/29/2022,2979
4388161847,4/30/2022,3283
4388161847,5/1/2022,2926
4388161847,5/2/2022,3147
4388161847,5/3/2022,3290
4388161847,5/4/2022,3162
4388161847,5/5/2022,2899
4388161847,5/6/2022,3425
4388161847,5/7/2022,4022
4388161847,5/8/2022,3934
4388161847,5/9/2022,3013
4388161847,5/10/2022,3061
4388161847,5/11/2022,2954
4388161847,5/12/2022,1623
4445114986,4/12/2022,2113
4445114986,4/13/2022,2095
4445114986,4/14/2022,2194
4445114986,4/15/2022,2496
4445114986,4/16/2022,2180
4445114986,4/17/2022,1933
4445114986,4/18/2022,2248
4445114986,4/19/2022,1954
4445114986,4/20/2022,1974
4445114986,4/21/2022,2150
4445114986,4/22/2022,2432
4445114986,4/23/2022,2149
4445114986,4/24/2022,2247
4445114986,4/25/2022,2070
4445114986,4/26/2022,2291
4445114986,4/27/2022,2361
4445114986,4/28/2022,2203
4445114986,4/29/2022,2196
4445114986,4/30/2022,2363
4445114986,5/1/2022,2246
4445114986,5/2/2022,2336
4445114986,5/3/2022,2421
4445114986,5/4/2022,2070
4445114986,5/5/2022,2120
4445114986,5/6/2022,2211
4445114986,5/7/2022,2123
4445114986,5/8/2022,2423
4445114986,5/9/2022,2281
4445114986,5/10/2022,2181
4445114986,5/11/2022,2499
4445114986,5/12/2022,1212
4558609924,4/12/2022,1909
4558609924,4/13/2022,1722
4558609924,4/14/2022,1922
4558609924,4/15/2022,2121
4558609924,4/16/2022,1997
4558609924,4/17/2022,2117
4558609924,4/18/2022,2116
4558609924,4/19/2022,1876
4558609924,4/20/2022,1788
4558609924,4/21/2022,2486
4558609924,4/22/2022,2094
4558609924,4/23/2022,2085
4558609924,4/24/2022,2173
4558609924,4/25/2022,2225
4558609924,4/26/2022,2223
4558609924,4/27/2022,2098
4558609924,4/28/2022,2185
4558609924,4/29/2022,1918
4558609924,4/30/2022,2105
4558609924,5/1/2022,1692
4558609924,5/2/2022,2066
4558609924,5/3/2022,1953
4558609924,5/4/2022,1842
4558609924,5/5/2022,2262
4558609924,5/6/2022,1722
4558609924,5/7/2022,1973
4558609924,5/8/2022,2666
4558609924,5/9/2022,2223
4558609924,5/10/2022,1889
4558609924,5/11/2022,2131
4558609924,5/12/2022,1452
4702921684,4/12/2022,2947
4702921684,4/13/2022,2898
4702921684,4/14/2022,2984
4702921684,4/15/2022,2896
4702921684,4/16/2022,3328
4702921684,4/17/2022,3394
4702921684,4/18/2022,3013
4702921684,4/19/2022,2812
4702921684,4/20/2022,3061
4702921684,4/21/2022,2729
4702921684,4/22/2022,2241
4702921684,4/23/2022,3691
4702921684,4/24/2022,3538
4702921684,4/25/2022,3064
4702921684,4/26/2022,2784
4702921684,4/27/2022,2908
4702921684,4/28/2022,3033
4702921684,4/29/2022,3165
4702921684,4/30/2022,3115
4702921684,5/1/2022,2017
4702921684,5/2/2022,2859
4702921684,5/3/2022,3145
4702921684,5/4/2022,3004
4702921684,5/5/2022,3006
4702921684,5/6/2022,2859
4702921684,5/7/2022,3683
4702921684,5/8/2022,3287
4702921684,5/9/2022,2990
4702921684,5/10/2022,3172
4702921684,5/11/2022,3069
4702921684,5/12/2022,1240
5553957443,4/12/2022,2026
5553957443,4/13/2022,1718
5553957443,4/14/2022,2324
5553957443,4/15/2022,2254
5553957443,4/16/2022,1831
5553957443,4/17/2022,1397
5553957443,4/18/2022,1683
5553957443,4/19/2022,2284
5553957443,4/20/2022,1570
5553957443,4/21/2022,2066
5553957443,4/22/2022,2105
5553957443,4/23/2022,1776
5553957443,4/24/2022,1507
5553957443,4/25/2022,2033
5553957443,4/26/2022,2093
5553957443,4/27/2022,1922
5553957443,4/28/2022,1999
5553957443,4/29/2022,2169
5553957443,4/30/2022,1463
5553957443,5/1/2022,1747
5553957443,5/2/2022,1996
5553957443,5/3/2022,2116
5553957443,5/4/2022,1698
5553957443,5/5/2022,2156
5553957443,5/6/2022,1916
5553957443,5/7/2022,1494
5553957443,5/8/2022,1762
5553957443,5/9/2022,2272
5553957443,5/10/2022,2335
5553957443,5/11/2022,1693
5553957443,5/12/2022,741
5577150313,4/12/2022,3405
5577150313,4/13/2022,2551
5577150313,4/14/2022,4022
5577150313,4/15/2022,4005
5577150313,4/16/2022,4274
5577150313,4/17/2022,4552
5577150313,4/18/2022,3625
5577150313,4/19/2022,3501
5577150313,4/20/2022,3192
5577150313,4/21/2022,4018
5577150313,4/22/2022,3329
5577150313,4/23/2022,3152
5577150313,4/24/2022,4392
5577150313,4/25/2022,3374
5577150313,4/26/2022,3088
5577150313,4/27/2022,3294
5577150313,4/28/2022,3580
5577150313,4/29/2022,3544
5577150313,4/30/2022,4501
5577150313,5/1/2022,4546
5577150313,5/2/2022,3014
5577150313,5/3/2022,3795
5577150313,5/4/2022,2755
5577150313,5/5/2022,3004
5577150313,5/6/2022,2643
5577150313,5/7/2022,1819
5577150313,5/8/2022,1819
5577150313,5/9/2022,2489
5577150313,5/10/2022,3841
5577150313,5/11/2022,1665
6117666160,4/12/2022,1496
6117666160,4/13/2022,1496
6117666160,4/14/2022,1496
6117666160,4/15/2022,2865
6117666160,4/16/2022,2828
6117666160,4/17/2022,2225
6117666160,4/18/2022,2018
6117666160,4/19/2022,2606
6117666160,4/20/2022,2536
6117666160,4/21/2022,4900
6117666160,4/22/2022,2409
6117666160,4/23/2022,2651
6117666160,4/24/2022,2305
6117666160,4/25/2022,1497
6117666160,4/26/2022,2450
6117666160,4/27/2022,2576
6117666160,4/28/2022,1879
6117666160,4/29/2022,2560
6117666160,4/30/2022,2275
6117666160,5/1/2022,2361
6117666160,5/2/2022,2044
6117666160,5/3/2022,1496
6117666160,5/4/2022,1902
6117666160,5/5/2022,2636
6117666160,5/6/2022,1838
6117666160,5/7/2022,2469
6117666160,5/8/2022,2250
6117666160,5/9/2022,1248
6290855005,4/12/2022,2560
6290855005,4/13/2022,2905
6290855005,4/14/2022,2952
6290855005,4/15/2022,2896
6290855005,4/16/2022,2783
6290855005,4/17/2022,3171
6290855005,4/18/2022,2766
6290855005,4/19/2022,2839
6290855005,4/20/2022,2701
6290855005,4/21/2022,2060
6290855005,4/22/2022,2796
6290855005,4/23/2022,2664
6290855005,4/24/2022,2703
6290855005,4/25/2022,2771
6290855005,4/26/2022,2060
6290855005,4/27/2022,2743
6290855005,4/28/2022,2687
6290855005,4/29/2022,2060
6290855005,4/30/2022,2843
6290855005,5/1/2022,3327
6290855005,5/2/2022,2725
6290855005,5/3/2022,2671
6290855005,5/4/2022,2718
6290855005,5/5/2022,2682
6290855005,5/6/2022,2806
6290855005,5/7/2022,2613
6290855005,5/8/2022,2712
6290855005,5/9/2022,2175
6290855005,5/10/2022,0
6775888955,4/12/2022,1841
6775888955,4/13/2022,2400
6775888955,4/14/2022,2507
6775888955,4/15/2022,2127
6775888955,4/16/2022,2225
6775888955,4/17/2022,2067
6775888955,4/18/2022,2798
6775888955,4/19/2022,1841
6775888955,4/20/2022,3727
6775888955,4/21/2022,1841
6775888955,4/22/2022,1922
6775888955,4/23/2022,1841
6775888955,4/24/2022,2053
6775888955,4/25/2022,2484
6775888955,4/26/2022,2584
6775888955,4/27/2022,1841
6775888955,4/28/2022,1993
6775888955,4/29/2022,1841
6775888955,4/30/2022,2280
6775888955,5/1/2022,2319
6775888955,5/2/2022,1841
6775888955,5/3/2022,1843
6775888955,5/4/2022,1841
6775888955,5/5/2022,1841
6775888955,5/6/2022,2496
6775888955,5/7/2022,1032
6962181067,4/12/2022,1994
6962181067,4/13/2022,1718
6962181067,4/14/2022,1466
6962181067,4/15/2022,1756
6962181067,4/16/2022,2173
6962181067,4/17/2022,2027
6962181067,4/18/2022,2039
6962181067,4/19/2022,2046
6962181067,4/20/2022,2174
6962181067,4/21/2022,2179
6962181067,4/22/2022,2086
6962181067,4/23/2022,2571
6962181067,4/24/2022,1705
6962181067,4/25/2022,2194
6962181067,4/26/2022,2012
6962181067,4/27/2022,2034
6962181067,4/28/2022,2182
6962181067,4/29/2022,2254
6962181067,4/30/2022,2002
6962181067,5/1/2022,1740
6962181067,5/2/2022,2162
6962181067,5/3/2022,2072
6962181067,5/4/2022,2086
6962181067,5/5/2022,2066
6962181067,5/6/2022,1850
6962181067,5/7/2022,1947
6962181067,5/8/2022,1659
6962181067,5/9/2022,2105
6962181067,5/10/2022,2361
6962181067,5/11/2022,1855
6962181067,5/12/2022,928
7007744171,4/12/2022,2937
7007744171,4/13/2022,2742
7007744171,4/14/2022,2668
7007744171,4/15/2022,2098
7007744171,4/16/2022,2076
7007744171,4/17/2022,2383
7007744171,4/18/2022,2832
7007744171,4/19/2022,2812
7007744171,4/20/2022,3096
7007744171,4/21/2022,2763
7007744171,4/22/2022,2889
7007744171,4/23/2022,2284
7007744171,4/24/2022,2667
7007744171,4/25/2022,3055
7007744171,4/26/2022,2939
7007744171,4/27/2022,2830
7007744171,4/28/2022,2836
7007744171,4/29/2022,3180
7007744171,4/30/2022,2051
7007744171,5/1/2022,2225
7007744171,5/2/2022,2642
7007744171,5/3/2022,2976
7007744171,5/4/2022,1557
7007744171,5/5/2022,2933
7007744171,5/6/2022,2553
7007744171,5/7/2022,120
7086361926,4/12/2022,2772
7086361926,4/13/2022,2516
7086361926,4/14/2022,2734
7086361926,4/15/2022,2395
7086361926,4/16/2022,1635
7086361926,4/17/2022,1629
7086361926,4/18/2022,2743
7086361926,4/19/2022,2944
7086361926,4/20/2022,2997
7086361926,4/21/2022,2463
7086361926,4/22/2022,2846
7086361926,4/23/2022,1965
7086361926,4/24/2022,2049
7086361926,4/25/2022,2752
7086361926,4/26/2022,2781
7086361926,4/27/2022,2693
7086361926,4/28/2022,2862
7086361926,4/29/2022,2616
7086361926,4/30/2022,2995
7086361926,5/1/2022,2730
7086361926,5/2/2022,2754
7086361926,5/3/2022,2754
7086361926,5/4/2022,2655
7086361926,5/5/2022,2386
7086361926,5/6/2022,2924
7086361926,5/7/2022,2739
7086361926,5/8/2022,2534
7086361926,5/9/2022,2960
7086361926,5/10/2022,2800
7086361926,5/11/2022,2735
7086361926,5/12/2022,1199
8053475328,4/12/2022,3186
8053475328,4/13/2022,3140
8053475328,4/14/2022,3411
8053475328,4/15/2022,3410
8053475328,4/16/2022,2867
8053475328,4/17/2022,3213
8053475328,4/18/2022,3133
8053475328,4/19/2022,3114
8053475328,4/20/2022,3043
8053475328,4/21/2022,3103
8053475328,4/22/2022,2655
8053475328,4/23/2022,3554
8053475328,4/24/2022,3577
8053475328,4/25/2022,3403
8053475328,4/26/2022,2846
8053475328,4/27/2022,2852
8053475328,4/28/2022,3062
8053475328,4/29/2022,2794
8053475328,4/30/2022,2408
8053475328,5/1/2022,1886
8053475328,5/2/2022,1988
8053475328,5/3/2022,3023
8053475328,5/4/2022,2918
8053475328,5/5/2022,2950
8053475328,5/6/2022,2859
8053475328,5/7/2022,3331
8053475328,5/8/2022,3589
8053475328,5/9/2022,2765
8053475328,5/10/2022,2926
8053475328,5/11/2022,2809
8053475328,5/12/2022,1505
8253242879,4/12/2022,2044
8253242879,4/13/2022,1935
8253242879,4/14/2022,1705
8253242879,4/15/2022,1632
8253242879,4/16/2022,1880
8253242879,4/17/2022,2112
8253242879,4/18/2022,1829
8253242879,4/19/2022,1763
8253242879,4/20/2022,1931
8253242879,4/21/2022,2218
8253242879,4/22/2022,1651
8253242879,4/23/2022,2132
8253242879,4/24/2022,1976
8253242879,4/25/2022,1909
8253242879,4/26/2022,1813
8253242879,4/27/2022,2008
8253242879,4/28/2022,1580
8253242879,4/29/2022,1854
8253242879,4/30/2022,0
8378563200,4/12/2022,3635
8378563200,4/13/2022,4079
8378563200,4/14/2022,4163
8378563200,4/15/2022,3666
8378563200,4/16/2022,3363
8378563200,4/17/2022,2572
8378563200,4/18/2022,4157
8378563200,4/19/2022,4092
8378563200,4/20/2022,3787
8378563200,4/21/2022,4236
8378563200,4/22/2022,4044
8378563200,4/23/2022,2908
8378563200,4/24/2022,2741
8378563200,4/25/2022,4005
8378563200,4/26/2022,3763
8378563200,4/27/2022,3061
8378563200,4/28/2022,2884
8378563200,4/29/2022,2982
8378563200,4/30/2022,2660
8378563200,5/1/2022,3369
8378563200,5/2/2022,3491
8378563200,5/3/2022,3784
8378563200,5/4/2022,3110
8378563200,5/5/2022,3783
8378563200,5/6/2022,3644
8378563200,5/7/2022,2799
8378563200,5/8/2022,2685
8378563200,5/9/2022,3721
8378563200,5/10/2022,3586
8378563200,5/11/2022,3788
8378563200,5/12/2022,1976
8583815059,4/12/2022,2650
8583815059,4/13/2022,2654
8583815059,4/14/2022,2443
8583815059,4/15/2022,2505
8583815059,4/16/2022,2693
8583815059,4/17/2022,2439
8583815059,4/18/2022,2536
8583815059,4/19/2022,2668
8583815059,4/20/2022,2647
8583815059,4/21/2022,2883
8583815059,4/22/2022,2944
8583815059,4/23/2022,3012
8583815059,4/24/2022,2889
8583815059,4/25/2022,2547
8583815059,4/26/2022,3093
8583815059,4/27/2022,3142
8583815059,4/28/2022,2757
8583815059,4/29/2022,3513
8583815059,4/30/2022,3164
8583815059,5/1/2022,2596
8583815059,5/2/2022,2894
8583815059,5/3/2022,3212
8583815059,5/4/2022,2516
8583815059,5/5/2022,3266
8583815059,5/6/2022,2683
8583815059,5/7/2022,2810
8583815059,5/8/2022,2940
8583815059,5/9/2022,2947
8583815059,5/10/2022,2846
8583815059,5/11/2022,2804
8583815059,5/12/2022,0
8792009665,4/12/2022,2044
8792009665,4/13/2022,1934
8792009665,4/14/2022,1963
8792009665,4/15/2022,2009
8792009665,4/16/2022,1721
8792009665,4/17/2022,1688
8792009665,4/18/2022,1688
8792009665,4/19/2022,1688
8792009665,4/20/2022,2188
8792009665,4/21/2022,1720
8792009665,4/22/2022,2419
8792009665,4/23/2022,2748
8792009665,4/24/2022,1799
8792009665,4/25/2022,1688
8792009665,4/26/2022,1928
8792009665,4/27/2022,2067
8792009665,4/28/2022,2780
8792009665,4/29/2022,3101
8792009665,4/30/2022,2896
8792009665,5/1/2022,1962
8792009665,5/2/2022,2015
8792009665,5/3/2022,2297
8792009665,5/4/2022,2067
8792009665,5/5/2022,1688
8792009665,5/6/2022,1688
8792009665,5/7/2022,1688
8792009665,5/8/2022,1688
8792009665,5/9/2022,1688
8792009665,5/10/2022,57
8877689391,4/12/2022,3921
8877689391,4/13/2022,3566
8877689391,4/14/2022,3793
8877689391,4/15/2022,3934
8877689391,4/16/2022,4547
8877689391,4/17/2022,3545
8877689391,4/18/2022,2761
8877689391,4/19/2022,3676
8877689391,4/20/2022,3679
8877689391,4/21/2022,3659
8877689391,4/22/2022,3427
8877689391,4/23/2022,3891
8877689391,4/24/2022,3455
8877689391,4/25/2022,3802
8877689391,4/26/2022,2860
8877689391,4/27/2022,3808
8877689391,4/28/2022,3060
8877689391,4/29/2022,2698
8877689391,4/30/2022,4398
8877689391,5/1/2022,2786
8877689391,5/2/2022,2189
8877689391,5/3/2022,2817
8877689391,5/4/2022,3477
