Id,ActivityDay,StepTotal
2320127002,4/14/2022,3973
2320127002,4/15/2022,5205
2320127002,4/16/2022,5057
2320127002,4/17/2022,6198
2320127002,4/18/2022,6559
2320127002,4/19/2022,5997
2320127002,4/20/2022,7192
2320127002,4/21/2022,3404
2320127002,4/22/2022,5583
2320127002,4/23/2022,5079
2320127002,4/24/2022,4165
2320127002,4/25/2022,3588
2320127002,4/26/2022,3409
2320127002,4/27/2022,1715
2320127002,4/28/2022,1532
2320127002,4/29/2022,924
2320127002,4/30/2022,4571
2320127002,5/1/2022,772
2320127002,5/2/2022,3634
2320127002,5/3/2022,7443
2320127002,5/4/2022,1201
2320127002,5/5/2022,5202
2320127002,5/6/2022,4878
2320127002,5/7/2022,7379
2320127002,5/8/2022,5161
2320127002,5/9/2022,3090
2320127002,5/10/2022,6227
2320127002,5/11/2022,6424
2320127002,5/12/2022,2661
2347167796,4/12/2022,10113
2347167796,4/13/2022,10352
2347167796,4/14/2022,10129
2347167796,4/15/2022,10465
2347167796,4/16/2022,22244
2347167796,4/17/2022,5472
2347167796,4/18/2022,8247
2347167796,4/19/2022,6711
2347167796,4/20/2022,10999
2347167796,4/21/2022,10080
2347167796,4/22/2022,7804
2347167796,4/23/2022,16901
2347167796,4/24/2022,9471
2347167796,4/25/2022,9482
2347167796,4/26/2022,5980
2347167796,4/27/2022,11423
2347167796,4/28/2022,5439
2347167796,4/29/2022,42
2873212765,4/12/2022,8796
2873212765,4/13/2022,7618
2873212765,4/14/2022,7910
2873212765,4/15/2022,8482
2873212765,4/16/2022,9685
2873212765,4/17/2022,2524
2873212765,4/18/2022,7762
2873212765,4/19/2022,7948
2873212765,4/20/2022,9202
2873212765,4/21/2022,8859
2873212765,4/22/2022,7286
2873212765,4/23/2022,9317
2873212765,4/24/2022,6873
2873212765,4/25/2022,7373
2873212765,4/26/2022,8242
2873212765,4/27/2022,3516
2873212765,4/28/2022,7913
2873212765,4/29/2022,7365
2873212765,4/30/2022,8452
2873212765,5/1/2022,7399
2873212765,5/2/2022,7525
2873212765,5/3/2022,7412
2873212765,5/4/2022,8278
2873212765,5/5/2022,8314
2873212765,5/6/2022,7063
2873212765,5/7/2022,4940
2873212765,5/8/2022,8168
2873212765,5/9/2022,7726
2873212765,5/10/2022,8275
2873212765,5/11/2022,6440
2873212765,5/12/2022,7566
3372868164,4/12/2022,4747
3372868164,4/13/2022,9715
3372868164,4/14/2022,8844
3372868164,4/15/2022,7451
3372868164,4/16/2022,6905
3372868164,4/17/2022,8199
3372868164,4/18/2022,6798
3372868164,4/19/2022,7711
3372868164,4/20/2022,4880
3372868164,4/21/2022,8857
3372868164,4/22/2022,3843
3372868164,4/23/2022,7396
3372868164,4/24/2022,6731
3372868164,4/25/2022,5995
3372868164,4/26/2022,8283
3372868164,4/27/2022,7904
3372868164,4/28/2022,5512
3372868164,4/29/2022,9135
3372868164,4/30/2022,5250
3372868164,5/1/2022,3077
3977333714,4/12/2022,8856
3977333714,4/13/2022,10035
3977333714,4/14/2022,7641
3977333714,4/15/2022,9010
3977333714,4/16/2022,13459
3977333714,4/17/2022,10415
3977333714,4/18/2022,11663
3977333714,4/19/2022,12414
3977333714,4/20/2022,11658
3977333714,4/21/2022,6093
3977333714,4/22/2022,8911
3977333714,4/23/2022,12058
3977333714,4/24/2022,14112
3977333714,4/25/2022,11177
3977333714,4/26/2022,11388
3977333714,4/27/2022,7193
3977333714,4/28/2022,7114
3977333714,4/29/2022,10645
3977333714,4/30/2022,13238
3977333714,5/1/2022,10414
3977333714,5/2/2022,16520
3977333714,5/3/2022,14335
3977333714,5/4/2022,13559
3977333714,5/5/2022,12312
3977333714,5/6/2022,11677
3977333714,5/7/2022,11550
3977333714,5/8/2022,13585
3977333714,5/9/2022,14687
3977333714,5/10/2022,13072
3977333714,5/11/2022,746
4020332650,4/12/2022,8539
4020332650,4/13/2022,0
4020332650,4/14/2022,108
4020332650,4/15/2022,1882
4020332650,4/16/2022,1982
4020332650,4/17/2022,16
4020332650,4/18/2022,62
4020332650,4/19/2022,0
4020332650,4/20/2022,0
4020332650,4/21/2022,0
4020332650,4/22/2022,0
4020332650,4/23/2022,0
4020332650,4/24/2022,0
4020332650,4/25/2022,0
4020332650,4/26/2022,0
4020332650,4/27/2022,0
4020332650,4/28/2022,0
4020332650,4/29/2022,0
4020332650,4/30/2022,0
4020332650,5/1/2022,0
4020332650,5/2/2022,475
4020332650,5/3/2022,4496
4020332650,5/4/2022,10252
4020332650,5/5/2022,11728
4020332650,5/6/2022,4369
4020332650,5/7/2022,6132
4020332650,5/8/2022,5862
4020332650,5/9/2022,4556
4020332650,5/10/2022,5546
4020332650,5/11/2022,3689
4020332650,5/12/2022,590
4057192912,4/12/2022,5394
4057192912,4/13/2022,5974
4057192912,4/14/2022,0
4057192912,4/15/2022,3984
4319703577,4/12/2022,7753
4319703577,4/13/2022,8204
4319703577,4/14/2022,10210
4319703577,4/15/2022,5664
4319703577,4/16/2022,4744
4319703577,4/17/2022,29
4319703577,4/18/2022,2276
4319703577,4/19/2022,8925
4319703577,4/20/2022,8954
4319703577,4/21/2022,3702
4319703577,4/22/2022,4500
4319703577,4/23/2022,4935
4319703577,4/24/2022,4081
4319703577,4/25/2022,9259
4319703577,4/26/2022,9899
4319703577,4/27/2022,10780
4319703577,4/28/2022,10817
4319703577,4/29/2022,7990
4319703577,4/30/2022,8221
4319703577,5/1/2022,1251
4319703577,5/2/2022,9261
4319703577,5/3/2022,9648
4319703577,5/4/2022,10429
4319703577,5/5/2022,13658
4319703577,5/6/2022,9524
4319703577,5/7/2022,7937
4319703577,5/8/2022,3672
4319703577,5/9/2022,10378
4319703577,5/10/2022,9487
4319703577,5/11/2022,9129
4319703577,5/12/2022,17
4388161847,4/12/2022,10122
4388161847,4/13/2022,10993
4388161847,4/14/2022,8863
4388161847,4/15/2022,8758
4388161847,4/16/2022,6580
4388161847,4/17/2022,4660
4388161847,4/18/2022,11009
4388161847,4/19/2022,10181
4388161847,4/20/2022,10553
4388161847,4/21/2022,10055
4388161847,4/22/2022,12139
4388161847,4/23/2022,13236
4388161847,4/24/2022,10243
4388161847,4/25/2022,12961
4388161847,4/26/2022,9461
4388161847,4/27/2022,11193
4388161847,4/28/2022,10074
4388161847,4/29/2022,9232
4388161847,4/30/2022,12533
4388161847,5/1/2022,10255
4388161847,5/2/2022,10096
4388161847,5/3/2022,12727
4388161847,5/4/2022,12375
4388161847,5/5/2022,9603
4388161847,5/6/2022,13175
4388161847,5/7/2022,22770
4388161847,5/8/2022,17298
4388161847,5/9/2022,10218
4388161847,5/10/2022,10299
4388161847,5/11/2022,10201
4388161847,5/12/2022,3369
4445114986,4/12/2022,3276
4445114986,4/13/2022,2961
4445114986,4/14/2022,3974
4445114986,4/15/2022,7198
4445114986,4/16/2022,3945
4445114986,4/17/2022,2268
4445114986,4/18/2022,6155
4445114986,4/19/2022,2064
4445114986,4/20/2022,2072
4445114986,4/21/2022,3809
4445114986,4/22/2022,6831
4445114986,4/23/2022,4363
4445114986,4/24/2022,5002
4445114986,4/25/2022,3385
4445114986,4/26/2022,6326
4445114986,4/27/2022,7243
4445114986,4/28/2022,4493
4445114986,4/29/2022,4676
4445114986,4/30/2022,6222
4445114986,5/1/2022,5232
4445114986,5/2/2022,6910
4445114986,5/3/2022,7502
4445114986,5/4/2022,2923
4445114986,5/5/2022,3800
4445114986,5/6/2022,4514
4445114986,5/7/2022,5183
4445114986,5/8/2022,7303
4445114986,5/9/2022,5275
4445114986,5/10/2022,3915
4445114986,5/11/2022,9105
4445114986,5/12/2022,768
4558609924,4/12/2022,5135
4558609924,4/13/2022,4978
4558609924,4/14/2022,6799
4558609924,4/15/2022,7795
4558609924,4/16/2022,7289
4558609924,4/17/2022,9634
4558609924,4/18/2022,8940
4558609924,4/19/2022,5401
4558609924,4/20/2022,4803
4558609924,4/21/2022,13743
4558609924,4/22/2022,9601
4558609924,4/23/2022,6890
4558609924,4/24/2022,8563
4558609924,4/25/2022,8095
4558609924,4/26/2022,9148
4558609924,4/27/2022,9557
4558609924,4/28/2022,9451
4558609924,4/29/2022,7833
4558609924,4/30/2022,10319
4558609924,5/1/2022,3428
4558609924,5/2/2022,7891
4558609924,5/3/2022,5267
4558609924,5/4/2022,5232
4558609924,5/5/2022,10611
4558609924,5/6/2022,3755
4558609924,5/7/2022,8237
4558609924,5/8/2022,6543
4558609924,5/9/2022,11451
4558609924,5/10/2022,6435
4558609924,5/11/2022,9108
4558609924,5/12/2022,6307
4702921684,4/12/2022,7213
4702921684,4/13/2022,6877
4702921684,4/14/2022,7860
4702921684,4/15/2022,6506
4702921684,4/16/2022,11140
4702921684,4/17/2022,12692
4702921684,4/18/2022,9105
4702921684,4/19/2022,6708
4702921684,4/20/2022,8793
4702921684,4/21/2022,6530
4702921684,4/22/2022,1664
4702921684,4/23/2022,15126
4702921684,4/24/2022,15050
4702921684,4/25/2022,9167
4702921684,4/26/2022,6108
4702921684,4/27/2022,7047
4702921684,4/28/2022,9023
4702921684,4/29/2022,9930
4702921684,4/30/2022,10144
4702921684,5/1/2022,0
4702921684,5/2/2022,7245
4702921684,5/3/2022,9454
4702921684,5/4/2022,8161
4702921684,5/5/2022,8614
4702921684,5/6/2022,6943
4702921684,5/7/2022,14370
4702921684,5/8/2022,12857
4702921684,5/9/2022,8232
4702921684,5/10/2022,10613
4702921684,5/11/2022,9810
4702921684,5/12/2022,2752
5553957443,4/12/2022,11596
5553957443,4/13/2022,4832
5553957443,4/14/2022,17022
5553957443,4/15/2022,16556
5553957443,4/16/2022,5771
5553957443,4/17/2022,655
5553957443,4/18/2022,3727
5553957443,4/19/2022,15482
5553957443,4/20/2022,2713
5553957443,4/21/2022,12346
5553957443,4/22/2022,11682
5553957443,4/23/2022,4112
5553957443,4/24/2022,1807
5553957443,4/25/2022,10946
5553957443,4/26/2022,11886
5553957443,4/27/2022,10538
5553957443,4/28/2022,11393
5553957443,4/29/2022,12764
5553957443,4/30/2022,1202
5553957443,5/1/2022,5164
5553957443,5/2/2022,9769
5553957443,5/3/2022,12848
5553957443,5/4/2022,4249
5553957443,5/5/2022,14331
5553957443,5/6/2022,9632
5553957443,5/7/2022,1868
5553957443,5/8/2022,6083
5553957443,5/9/2022,11611
5553957443,5/10/2022,16358
5553957443,5/11/2022,4926
5553957443,5/12/2022,3121
5577150313,4/12/2022,8135
5577150313,4/13/2022,5077
5577150313,4/14/2022,8596
5577150313,4/15/2022,12087
5577150313,4/16/2022,14269
5577150313,4/17/2022,12231
5577150313,4/18/2022,9893
5577150313,4/19/2022,12574
5577150313,4/20/2022,8330
5577150313,4/21/2022,10830
5577150313,4/22/2022,9172
5577150313,4/23/2022,7638
5577150313,4/24/2022,15764
5577150313,4/25/2022,6393
5577150313,4/26/2022,5325
5577150313,4/27/2022,6805
5577150313,4/28/2022,9841
5577150313,4/29/2022,7924
5577150313,4/30/2022,12363
5577150313,5/1/2022,13368
5577150313,5/2/2022,7439
5577150313,5/3/2022,11045
5577150313,5/4/2022,5206
5577150313,5/5/2022,7550
5577150313,5/6/2022,4950
5577150313,5/7/2022,0
5577150313,5/8/2022,0
5577150313,5/9/2022,3421
5577150313,5/10/2022,8869
5577150313,5/11/2022,4038
6117666160,4/12/2022,0
6117666160,4/13/2022,0
6117666160,4/14/2022,0
6117666160,4/15/2022,14019
6117666160,4/16/2022,14450
6117666160,4/17/2022,7150
6117666160,4/18/2022,5153
6117666160,4/19/2022,11135
6117666160,4/20/2022,10449
6117666160,4/21/2022,19542
6117666160,4/22/2022,8206
6117666160,4/23/2022,11495
6117666160,4/24/2022,7623
6117666160,4/25/2022,0
6117666160,4/26/2022,9543
6117666160,4/27/2022,9411
6117666160,4/28/2022,3403
6117666160,4/29/2022,9592
6117666160,4/30/2022,6987
6117666160,5/1/2022,8915
6117666160,5/2/2022,4933
6117666160,5/3/2022,0
6117666160,5/4/2022,2997
6117666160,5/5/2022,9799
6117666160,5/6/2022,3365
6117666160,5/7/2022,7336
6117666160,5/8/2022,7328
6117666160,5/9/2022,4477
6290855005,4/12/2022,4562
6290855005,4/13/2022,7142
6290855005,4/14/2022,7671
6290855005,4/15/2022,9501
6290855005,4/16/2022,8301
6290855005,4/17/2022,7851
6290855005,4/18/2022,6885
6290855005,4/19/2022,7142
6290855005,4/20/2022,6361
6290855005,4/21/2022,0
6290855005,4/22/2022,6238
6290855005,4/23/2022,0
6290855005,4/24/2022,5896
6290855005,4/25/2022,7802
6290855005,4/26/2022,0
6290855005,4/27/2022,5565
6290855005,4/28/2022,5731
6290855005,4/29/2022,0
6290855005,4/30/2022,6744
6290855005,5/1/2022,9837
6290855005,5/2/2022,6781
6290855005,5/3/2022,6047
6290855005,5/4/2022,5832
6290855005,5/5/2022,6339
6290855005,5/6/2022,6116
6290855005,5/7/2022,5510
6290855005,5/8/2022,7706
6290855005,5/9/2022,6277
6290855005,5/10/2022,0
6775888955,4/12/2022,0
6775888955,4/13/2022,4053
6775888955,4/14/2022,5162
6775888955,4/15/2022,1282
6775888955,4/16/2022,4732
6775888955,4/17/2022,2497
6775888955,4/18/2022,8294
6775888955,4/19/2022,0
6775888955,4/20/2022,10771
6775888955,4/21/2022,0
6775888955,4/22/2022,637
6775888955,4/23/2022,0
6775888955,4/24/2022,2153
6775888955,4/25/2022,6474
6775888955,4/26/2022,7091
6775888955,4/27/2022,0
6775888955,4/28/2022,703
6775888955,4/29/2022,0
6775888955,4/30/2022,2503
6775888955,5/1/2022,2487
6775888955,5/2/2022,0
6775888955,5/3/2022,9
6775888955,5/4/2022,0
6775888955,5/5/2022,0
6775888955,5/6/2022,4697
6775888955,5/7/2022,1967
6962181067,4/12/2022,10199
6962181067,4/13/2022,5652
6962181067,4/14/2022,1551
6962181067,4/15/2022,5563
6962181067,4/16/2022,13217
6962181067,4/17/2022,10145
6962181067,4/18/2022,11404
6962181067,4/19/2022,10742
6962181067,4/20/2022,13928
6962181067,4/21/2022,11835
6962181067,4/22/2022,10725
6962181067,4/23/2022,20031
6962181067,4/24/2022,5029
6962181067,4/25/2022,13239
6962181067,4/26/2022,10433
6962181067,4/27/2022,10320
6962181067,4/28/2022,12627
6962181067,4/29/2022,10762
6962181067,4/30/2022,10081
6962181067,5/1/2022,5454
6962181067,5/2/2022,12912
6962181067,5/3/2022,12109
6962181067,5/4/2022,10147
6962181067,5/5/2022,10524
6962181067,5/6/2022,5908
6962181067,5/7/2022,6815
6962181067,5/8/2022,4188
6962181067,5/9/2022,12342
6962181067,5/10/2022,15448
6962181067,5/11/2022,6722
6962181067,5/12/2022,3587
7007744171,4/12/2022,14172
7007744171,4/13/2022,12862
7007744171,4/14/2022,11179
7007744171,4/15/2022,5273
7007744171,4/16/2022,4631
7007744171,4/17/2022,8059
7007744171,4/18/2022,14816
7007744171,4/19/2022,14194
7007744171,4/20/2022,15566
7007744171,4/21/2022,13744
7007744171,4/22/2022,15299
7007744171,4/23/2022,8093
7007744171,4/24/2022,11085
7007744171,4/25/2022,18229
7007744171,4/26/2022,15090
7007744171,4/27/2022,13541
7007744171,4/28/2022,15128
7007744171,4/29/2022,20067
7007744171,4/30/2022,3761
7007744171,5/1/2022,5600
7007744171,5/2/2022,13041
7007744171,5/3/2022,14510
7007744171,5/4/2022,0
7007744171,5/5/2022,15010
7007744171,5/6/2022,11459
7007744171,5/7/2022,0
7086361926,4/12/2022,11317
7086361926,4/13/2022,5813
7086361926,4/14/2022,9123
7086361926,4/15/2022,8585
7086361926,4/16/2022,31
7086361926,4/17/2022,0
7086361926,4/18/2022,9827
7086361926,4/19/2022,10688
7086361926,4/20/2022,14365
7086361926,4/21/2022,9469
7086361926,4/22/2022,9753
7086361926,4/23/2022,2817
7086361926,4/24/2022,3520
7086361926,4/25/2022,10091
7086361926,4/26/2022,10387
7086361926,4/27/2022,11107
7086361926,4/28/2022,11584
7086361926,4/29/2022,7881
7086361926,4/30/2022,14560
7086361926,5/1/2022,12390
7086361926,5/2/2022,10052
7086361926,5/3/2022,10288
7086361926,5/4/2022,10988
7086361926,5/5/2022,8564
7086361926,5/6/2022,12461
7086361926,5/7/2022,12827
7086361926,5/8/2022,10677
7086361926,5/9/2022,13566
7086361926,5/10/2022,14433
7086361926,5/11/2022,9572
7086361926,5/12/2022,3789
8053475328,4/12/2022,18060
8053475328,4/13/2022,16433
8053475328,4/14/2022,20159
8053475328,4/15/2022,20669
8053475328,4/16/2022,14549
8053475328,4/17/2022,18827
8053475328,4/18/2022,17076
8053475328,4/19/2022,15929
8053475328,4/20/2022,15108
8053475328,4/21/2022,16057
8053475328,4/22/2022,10520
8053475328,4/23/2022,22359
8053475328,4/24/2022,22988
8053475328,4/25/2022,20500
8053475328,4/26/2022,12685
8053475328,4/27/2022,12422
8053475328,4/28/2022,15447
8053475328,4/29/2022,12315
8053475328,4/30/2022,7135
8053475328,5/1/2022,1170
8053475328,5/2/2022,1969
8053475328,5/3/2022,15484
8053475328,5/4/2022,14581
8053475328,5/5/2022,14990
8053475328,5/6/2022,13953
8053475328,5/7/2022,19769
8053475328,5/8/2022,22026
8053475328,5/9/2022,12465
8053475328,5/10/2022,14810
8053475328,5/11/2022,12209
8053475328,5/12/2022,4998
8253242879,4/12/2022,9033
8253242879,4/13/2022,8053
8253242879,4/14/2022,5234
8253242879,4/15/2022,2672
8253242879,4/16/2022,9256
8253242879,4/17/2022,10204
8253242879,4/18/2022,5151
8253242879,4/19/2022,4212
8253242879,4/20/2022,6466
8253242879,4/21/2022,11268
8253242879,4/22/2022,2824
8253242879,4/23/2022,9282
8253242879,4/24/2022,8905
8253242879,4/25/2022,6829
8253242879,4/26/2022,4562
8253242879,4/27/2022,10232
8253242879,4/28/2022,2718
8253242879,4/29/2022,6260
8253242879,4/30/2022,0
8378563200,4/12/2022,7626
8378563200,4/13/2022,12386
8378563200,4/14/2022,13318
8378563200,4/15/2022,14461
8378563200,4/16/2022,11207
8378563200,4/17/2022,2132
8378563200,4/18/2022,13630
8378563200,4/19/2022,13070
8378563200,4/20/2022,9388
8378563200,4/21/2022,15148
8378563200,4/22/2022,12200
8378563200,4/23/2022,5709
8378563200,4/24/2022,3703
8378563200,4/25/2022,12405
8378563200,4/26/2022,16208
8378563200,4/27/2022,7359
8378563200,4/28/2022,5417
8378563200,4/29/2022,6175
8378563200,4/30/2022,2946
8378563200,5/1/2022,11419
8378563200,5/2/2022,6064
8378563200,5/3/2022,8712
8378563200,5/4/2022,7875
8378563200,5/5/2022,8567
8378563200,5/6/2022,7045
8378563200,5/7/2022,4468
8378563200,5/8/2022,2943
8378563200,5/9/2022,8382
8378563200,5/10/2022,6582
8378563200,5/11/2022,9143
8378563200,5/12/2022,4561
8583815059,4/12/2022,5014
8583815059,4/13/2022,5571
8583815059,4/14/2022,3135
8583815059,4/15/2022,3430
8583815059,4/16/2022,5319
8583815059,4/17/2022,3008
8583815059,4/18/2022,3864
8583815059,4/19/2022,5697
8583815059,4/20/2022,5273
8583815059,4/21/2022,8538
8583815059,4/22/2022,8687
8583815059,4/23/2022,9423
8583815059,4/24/2022,8286
8583815059,4/25/2022,4503
8583815059,4/26/2022,10499
8583815059,4/27/2022,12474
8583815059,4/28/2022,6174
8583815059,4/29/2022,15168
8583815059,4/30/2022,10085
8583815059,5/1/2022,4512
8583815059,5/2/2022,8469
8583815059,5/3/2022,12015
8583815059,5/4/2022,3588
8583815059,5/5/2022,12427
8583815059,5/6/2022,5843
8583815059,5/7/2022,6117
8583815059,5/8/2022,9217
8583815059,5/9/2022,9877
8583815059,5/10/2022,8240
8583815059,5/11/2022,8701
8583815059,5/12/2022,0
8792009665,4/12/2022,2564
8792009665,4/13/2022,1320
8792009665,4/14/2022,1219
8792009665,4/15/2022,2483
8792009665,4/16/2022,244
8792009665,4/17/2022,0
8792009665,4/18/2022,0
8792009665,4/19/2022,0
8792009665,4/20/2022,3147
8792009665,4/21/2022,144
8792009665,4/22/2022,4068
8792009665,4/23/2022,5245
8792009665,4/24/2022,400
8792009665,4/25/2022,0
8792009665,4/26/2022,1321
8792009665,4/27/2022,1758
8792009665,4/28/2022,6157
8792009665,4/29/2022,8360
8792009665,4/30/2022,7174
8792009665,5/1/2022,1619
8792009665,5/2/2022,1831
8792009665,5/3/2022,2421
8792009665,5/4/2022,2283
8792009665,5/5/2022,0
8792009665,5/6/2022,0
8792009665,5/7/2022,0
8792009665,5/8/2022,0
8792009665,5/9/2022,0
8792009665,5/10/2022,0
8877689391,4/12/2022,23186
8877689391,4/13/2022,15337
8877689391,4/14/2022,21129
8877689391,4/15/2022,13422
8877689391,4/16/2022,29326
8877689391,4/17/2022,15118
8877689391,4/18/2022,11423
8877689391,4/19/2022,18785
8877689391,4/20/2022,19948
8877689391,4/21/2022,19377
8877689391,4/22/2022,18258
8877689391,4/23/2022,11200
8877689391,4/24/2022,16674
8877689391,4/25/2022,12986
8877689391,4/26/2022,11101
8877689391,4/27/2022,23629
8877689391,4/28/2022,14890
8877689391,4/29/2022,9733
8877689391,4/30/2022,27745
8877689391,5/1/2022,10930
8877689391,5/2/2022,4790
8877689391,5/3/2022,10818
8877689391,5/4/2022,18193
8877689391,5/5/2022,14055
8877689391,5/6/2022,21727
8877689391,5/7/2022,12332
8877689391,5/8/2022,10686
8877689391,5/9/2022,20226
8877689391,5/10/2022,10733
